source_id,task_success_rate,corroboration_score,report_timeliness,handler_confidence,deception_score,ci_flag,reliability_score,behavior_class,scenario_probability
SRC_11803,0.554,0.946,0.683,0.333,0.354,0,0.536,coerced,0.438
SRC_11804,0.975,0.521,0.702,0.729,0.615,0,0.58,deceptive,0.394
SRC_11805,0.976,0.856,0.538,0.729,0.256,0,0.685,uncertain,0.616
SRC_11806,0.378,0.918,0.789,0.603,0.375,0,0.535,coerced,0.529
SRC_11807,0.794,0.33,0.933,0.754,0.216,0,0.588,uncertain,0.519
SRC_11808,0.335,0.56,0.598,0.892,0.483,0,0.421,coerced,0.317
SRC_11809,0.321,0.245,0.772,0.823,0.353,0,0.382,coerced,0.325
SRC_11810,0.372,0.666,0.599,0.627,0.174,0,0.466,uncertain,0.362
SRC_11811,0.957,0.636,0.876,0.481,0.247,0,0.656,uncertain,0.622
SRC_11812,0.94,0.353,0.685,0.63,0.224,0,0.568,uncertain,0.558
SRC_11813,0.432,0.798,0.604,0.953,0.729,0,0.484,deceptive,0.352
SRC_11814,0.41,0.228,0.652,0.866,0.418,0,0.378,coerced,0.266
SRC_11815,0.464,0.805,0.455,0.319,0.522,0,0.401,coerced,0.317
SRC_11816,0.651,0.22,0.92,0.84,0.748,0,0.448,deceptive,0.286
SRC_11817,0.687,0.693,0.975,0.418,0.146,0,0.615,uncertain,0.582
SRC_11818,0.451,0.259,0.686,0.694,0.75,0,0.329,deceptive,0.187
SRC_11819,0.815,0.388,0.533,0.856,0.432,0,0.512,coerced,0.491
SRC_11820,0.51,0.741,0.799,0.687,0.685,0,0.498,deceptive,0.373
SRC_11821,0.927,0.41,0.671,0.579,0.134,1,0.482,deceptive,0.445
SRC_11822,0.747,0.583,0.551,0.522,0.218,0,0.526,uncertain,0.447
SRC_11823,0.597,0.886,0.423,0.511,0.155,1,0.439,deceptive,0.427
SRC_11824,0.837,0.237,0.934,0.878,0.523,0,0.55,uncertain,0.427
SRC_11825,0.856,0.808,0.878,0.869,0.113,0,0.748,uncertain,0.776
SRC_11826,0.498,0.249,0.897,0.868,0.634,1,0.326,deceptive,0.12
SRC_11827,0.531,0.295,0.664,0.495,0.2,0,0.41,uncertain,0.412
SRC_11828,0.936,0.289,0.852,0.851,0.204,1,0.521,deceptive,0.4
SRC_11829,0.412,0.946,0.749,0.325,0.225,0,0.525,uncertain,0.46
SRC_11830,0.329,0.335,0.625,0.442,0.597,0,0.284,deceptive,0.164
SRC_11831,0.609,0.873,0.906,0.655,0.739,0,0.57,deceptive,0.38
SRC_11832,0.845,0.943,0.999,0.581,0.726,0,0.667,deceptive,0.507
SRC_11833,0.825,0.488,0.94,0.377,0.081,1,0.502,deceptive,0.551
SRC_11834,0.925,0.673,0.866,0.329,0.21,1,0.537,deceptive,0.456
SRC_11835,0.663,0.784,0.849,0.722,0.538,0,0.592,uncertain,0.387
SRC_11836,0.368,0.494,0.79,0.516,0.495,0,0.395,coerced,0.215
SRC_11837,0.7,0.321,0.912,0.311,0.28,0,0.477,uncertain,0.403
SRC_11838,0.829,0.525,0.696,0.597,0.69,0,0.505,deceptive,0.395
SRC_11839,0.363,0.779,0.509,0.512,0.104,1,0.367,deceptive,0.325
SRC_11840,0.417,0.786,0.861,0.698,0.511,0,0.522,coerced,0.502
SRC_11841,0.308,0.373,0.952,0.942,0.218,0,0.485,uncertain,0.367
SRC_11842,0.704,0.331,0.605,0.512,0.422,0,0.428,coerced,0.235
SRC_11843,0.903,0.89,0.87,0.988,0.31,0,0.769,uncertain,0.703
SRC_11844,0.756,0.233,0.564,0.359,0.784,0,0.334,deceptive,0.11
SRC_11845,0.968,0.751,0.966,0.361,0.389,0,0.667,uncertain,0.532
SRC_11846,0.343,0.235,0.81,0.792,0.781,0,0.325,deceptive,0.131
SRC_11847,0.914,0.828,0.742,0.817,0.204,0,0.722,uncertain,0.609
SRC_11848,0.854,0.879,0.868,0.592,0.614,0,0.646,deceptive,0.52
SRC_11849,0.514,0.423,0.888,0.497,0.574,0,0.426,deceptive,0.292
SRC_11850,0.962,0.255,0.935,0.848,0.678,0,0.565,deceptive,0.378
SRC_11851,0.496,0.561,0.941,0.96,0.555,0,0.538,deceptive,0.41
SRC_11852,0.905,0.424,0.432,0.983,0.546,0,0.529,coerced,0.488
SRC_11853,0.899,0.513,0.474,0.738,0.529,0,0.524,coerced,0.379
SRC_11854,0.815,0.699,0.896,0.811,0.788,0,0.602,deceptive,0.38
SRC_11855,0.683,0.357,0.968,0.867,0.182,1,0.491,deceptive,0.479
SRC_11856,0.382,0.468,0.585,0.851,0.024,0,0.473,uncertain,0.434
SRC_11857,0.662,0.787,0.405,0.985,0.542,0,0.543,coerced,0.432
SRC_11858,0.543,0.683,0.594,0.859,0.138,1,0.461,deceptive,0.468
SRC_11859,0.839,0.445,0.63,0.757,0.544,1,0.421,deceptive,0.355
SRC_11860,0.816,0.698,0.857,0.56,0.256,0,0.636,uncertain,0.556
SRC_11861,0.919,0.774,0.429,0.713,0.035,1,0.557,deceptive,0.482
SRC_11862,0.31,0.644,0.528,0.907,0.616,0,0.403,deceptive,0.236
SRC_11863,0.85,0.38,0.936,0.511,0.041,1,0.508,deceptive,0.507
SRC_11864,0.938,0.2,0.493,0.321,0.179,1,0.351,deceptive,0.275
SRC_11865,0.837,0.802,0.856,0.526,0.269,0,0.661,uncertain,0.6
SRC_11866,0.389,0.817,0.617,0.963,0.106,0,0.573,uncertain,0.634
SRC_11867,0.355,0.723,0.798,0.848,0.731,1,0.364,deceptive,0.153
SRC_11868,0.314,0.257,0.444,0.429,0.497,0,0.237,coerced,0.072
SRC_11869,0.728,0.639,0.572,0.308,0.7,0,0.434,deceptive,0.306
SRC_11870,0.728,0.816,0.655,0.762,0.546,0,0.586,uncertain,0.388
SRC_11871,0.971,0.492,0.914,0.7,0.794,0,0.583,deceptive,0.385
SRC_11872,0.571,0.349,0.738,0.357,0.42,1,0.297,deceptive,0.166
SRC_11873,0.526,0.641,0.427,0.967,0.043,0,0.542,uncertain,0.449
SRC_11874,0.725,0.82,0.881,0.726,0.129,0,0.688,uncertain,0.649
SRC_11875,0.861,0.237,0.433,0.75,0.471,0,0.446,coerced,0.297
SRC_11876,0.937,0.648,0.961,0.889,0.278,0,0.727,uncertain,0.683
SRC_11877,0.846,0.682,0.527,0.533,0.09,0,0.596,uncertain,0.583
SRC_11878,0.59,0.652,0.693,0.685,0.191,0,0.553,uncertain,0.514
SRC_11879,0.732,0.688,0.443,0.698,0.38,0,0.528,coerced,0.386
SRC_11880,0.882,0.674,0.737,0.967,0.415,0,0.663,uncertain,0.531
SRC_11881,0.634,0.298,0.698,0.391,0.748,0,0.351,deceptive,0.177
SRC_11882,0.447,0.376,0.646,0.824,0.073,0,0.47,uncertain,0.407
SRC_11883,0.415,0.664,0.421,0.697,0.286,0,0.436,uncertain,0.363
SRC_11884,0.3,0.213,0.927,0.883,0.405,0,0.4,coerced,0.316
SRC_11885,0.788,0.676,0.882,0.874,0.091,0,0.699,uncertain,0.714
SRC_11886,0.376,0.699,0.78,0.308,0.55,0,0.407,coerced,0.242
SRC_11887,0.466,0.379,0.743,0.477,0.412,1,0.293,deceptive,0.17
SRC_11888,0.503,0.649,0.817,0.425,0.368,1,0.385,deceptive,0.303
SRC_11889,0.681,0.601,0.486,0.619,0.525,0,0.466,coerced,0.298
SRC_11890,0.571,0.396,0.96,0.925,0.23,0,0.567,uncertain,0.44
SRC_11891,0.759,0.547,0.571,0.303,0.271,0,0.483,uncertain,0.433
SRC_11892,0.338,0.882,0.794,0.637,0.13,1,0.457,deceptive,0.411
SRC_11893,0.384,0.52,0.764,0.911,0.419,0,0.472,coerced,0.394
SRC_11894,0.639,0.672,0.782,0.939,0.298,0,0.612,uncertain,0.509
SRC_11895,0.529,0.227,0.927,0.754,0.208,0,0.483,uncertain,0.435
SRC_11896,0.501,0.258,0.578,0.873,0.1,0,0.446,uncertain,0.331
SRC_11897,0.346,0.261,0.849,0.524,0.019,0,0.415,uncertain,0.441
SRC_11898,0.909,0.784,0.759,0.497,0.155,0,0.672,uncertain,0.606
SRC_11899,0.77,0.463,0.446,0.334,0.198,0,0.456,uncertain,0.4
SRC_11900,0.383,0.371,0.648,0.647,0.388,0,0.376,coerced,0.271
SRC_11901,0.344,0.76,0.903,0.615,0.193,0,0.537,uncertain,0.471
SRC_11902,0.963,0.327,0.589,0.557,0.654,0,0.474,deceptive,0.314
SRC_11903,0.763,0.385,0.689,0.378,0.379,0,0.463,coerced,0.369
SRC_11904,0.584,0.523,0.693,0.459,0.499,0,0.439,coerced,0.325
SRC_11905,0.777,0.449,0.771,0.441,0.166,0,0.541,uncertain,0.437
SRC_11906,0.814,0.639,0.93,0.951,0.333,0,0.683,uncertain,0.638
SRC_11907,0.83,0.453,0.504,0.967,0.482,0,0.536,coerced,0.409
SRC_11908,0.625,0.495,0.703,0.302,0.249,0,0.46,uncertain,0.415
SRC_11909,0.592,0.847,0.655,0.418,0.269,0,0.543,uncertain,0.469
SRC_11910,0.307,0.863,0.578,0.913,0.646,0,0.464,deceptive,0.249
SRC_11911,0.93,0.821,0.952,0.326,0.67,0,0.623,deceptive,0.582
SRC_11912,0.71,0.849,0.405,0.951,0.426,1,0.485,deceptive,0.385
SRC_11913,0.438,0.627,0.473,0.562,0.717,0,0.36,deceptive,0.102
SRC_11914,0.925,0.685,0.84,0.672,0.589,0,0.629,deceptive,0.477
SRC_11915,0.922,0.618,0.558,0.827,0.044,0,0.66,uncertain,0.629
SRC_11916,0.973,0.789,0.834,0.468,0.448,0,0.659,uncertain,0.539
SRC_11917,0.894,0.613,0.899,0.369,0.558,1,0.473,deceptive,0.252
SRC_11918,0.978,0.283,0.553,0.859,0.433,0,0.539,coerced,0.432
SRC_11919,0.466,0.807,0.515,0.979,0.666,0,0.491,deceptive,0.281
SRC_11920,0.873,0.77,0.487,0.755,0.241,0,0.629,uncertain,0.643
SRC_11921,0.86,0.815,0.52,0.869,0.052,0,0.688,uncertain,0.67
SRC_11922,0.457,0.343,0.56,0.95,0.507,0,0.401,coerced,0.31
SRC_11923,0.367,0.404,0.921,0.458,0.585,0,0.376,deceptive,0.274
SRC_11924,0.966,0.422,0.862,0.542,0.612,0,0.557,deceptive,0.426
SRC_11925,0.501,0.581,0.401,0.451,0.009,0,0.442,uncertain,0.448
SRC_11926,0.892,0.3,0.924,0.343,0.539,1,0.398,deceptive,0.318
SRC_11927,0.303,0.489,0.447,0.805,0.017,0,0.421,uncertain,0.386
SRC_11928,0.314,0.337,0.793,0.401,0.62,0,0.304,deceptive,0.186
SRC_11929,0.617,0.399,0.491,0.364,0.562,0,0.353,deceptive,0.192
SRC_11930,0.462,0.73,0.437,0.547,0.454,0,0.422,coerced,0.313
SRC_11931,0.769,0.841,0.856,0.342,0.405,0,0.603,uncertain,0.441
SRC_11932,0.685,0.217,0.68,0.424,0.572,0,0.374,deceptive,0.166
SRC_11933,0.353,0.624,0.759,0.348,0.046,0,0.459,uncertain,0.444
SRC_11934,0.411,0.227,0.655,0.905,0.666,0,0.347,deceptive,0.234
SRC_11935,0.564,0.264,0.44,0.838,0.161,0,0.425,uncertain,0.375
SRC_11936,0.426,0.729,0.844,0.893,0.382,0,0.556,uncertain,0.545
SRC_11937,0.839,0.752,0.892,0.899,0.389,1,0.595,deceptive,0.518
SRC_11938,0.583,0.81,0.425,0.952,0.622,0,0.512,deceptive,0.348
SRC_11939,0.364,0.556,0.625,0.429,0.154,0,0.414,uncertain,0.45
SRC_11940,0.629,0.845,0.734,0.921,0.24,0,0.649,uncertain,0.654
SRC_11941,0.362,0.325,0.763,0.662,0.53,1,0.262,deceptive,0.061
SRC_11942,0.388,0.387,0.747,0.415,0.33,0,0.375,uncertain,0.291
SRC_11943,0.463,0.301,0.816,0.752,0.239,0,0.454,uncertain,0.42
SRC_11944,0.884,0.798,0.98,0.526,0.497,1,0.565,deceptive,0.477
SRC_11945,0.929,0.372,0.634,0.332,0.069,0,0.538,uncertain,0.551
SRC_11946,0.862,0.317,0.734,0.354,0.632,0,0.443,deceptive,0.277
SRC_11947,0.527,0.667,0.819,0.592,0.42,0,0.514,coerced,0.393
SRC_11948,0.485,0.258,0.755,0.87,0.165,0,0.467,uncertain,0.42
SRC_11949,0.673,0.234,0.632,0.515,0.327,0,0.415,uncertain,0.296
SRC_11950,0.791,0.28,0.774,0.829,0.105,0,0.571,uncertain,0.477
SRC_11951,0.975,0.2,0.79,0.338,0.493,0,0.477,coerced,0.38
SRC_11952,0.389,0.723,0.751,0.572,0.535,1,0.353,deceptive,0.248
SRC_11953,0.334,0.622,0.523,0.388,0.324,0,0.37,uncertain,0.377
SRC_11954,0.772,0.357,0.704,0.896,0.272,0,0.555,uncertain,0.457
SRC_11955,0.866,0.375,0.931,0.968,0.68,0,0.583,deceptive,0.431
SRC_11956,0.876,0.808,0.921,0.525,0.461,0,0.659,uncertain,0.531
SRC_11957,0.761,0.576,0.85,0.982,0.534,0,0.609,uncertain,0.468
SRC_11958,0.949,0.724,0.818,0.819,0.102,0,0.737,uncertain,0.68
SRC_11959,0.647,0.54,0.492,0.301,0.571,0,0.387,deceptive,0.247
SRC_11960,0.921,0.378,0.676,0.635,0.356,0,0.548,coerced,0.528
SRC_11961,0.958,0.928,0.467,0.876,0.293,0,0.7,uncertain,0.605
SRC_11962,0.876,0.624,0.89,0.668,0.744,0,0.585,deceptive,0.419
SRC_11963,0.511,0.298,0.575,0.679,0.043,0,0.438,uncertain,0.397
SRC_11964,0.433,0.505,0.86,0.609,0.156,0,0.496,uncertain,0.384
SRC_11965,0.673,0.447,0.889,0.573,0.3,0,0.532,uncertain,0.449
SRC_11966,0.608,0.361,0.935,0.319,0.259,0,0.469,uncertain,0.5
SRC_11967,0.897,0.9,0.852,0.729,0.409,0,0.712,uncertain,0.569
SRC_11968,0.368,0.861,0.739,0.829,0.321,0,0.55,uncertain,0.421
SRC_11969,0.475,0.349,0.759,0.845,0.631,0,0.414,deceptive,0.212
SRC_11970,0.811,0.464,0.592,0.731,0.614,1,0.395,deceptive,0.332
SRC_11971,0.365,0.772,0.506,0.535,0.618,0,0.391,deceptive,0.292
SRC_11972,0.518,0.356,0.478,0.316,0.295,1,0.243,deceptive,0.201
SRC_11973,0.563,0.644,0.509,0.918,0.326,0,0.52,uncertain,0.506
SRC_11974,0.723,0.725,0.96,0.596,0.576,1,0.493,deceptive,0.394
SRC_11975,0.408,0.69,0.499,0.715,0.099,0,0.487,uncertain,0.457
SRC_11976,0.885,0.73,0.834,0.434,0.682,0,0.578,deceptive,0.385
SRC_11977,0.604,0.73,0.511,0.398,0.433,0,0.461,coerced,0.404
SRC_11978,0.924,0.924,0.985,0.36,0.679,0,0.657,deceptive,0.493
SRC_11979,0.618,0.46,0.62,0.851,0.635,1,0.357,deceptive,0.152
SRC_11980,0.487,0.859,0.647,0.746,0.3,0,0.557,uncertain,0.508
SRC_11981,0.396,0.216,0.643,0.729,0.081,0,0.399,uncertain,0.363
SRC_11982,0.303,0.416,0.89,0.934,0.737,0,0.402,deceptive,0.273
SRC_11983,0.662,0.236,0.531,0.41,0.276,0,0.384,uncertain,0.267
SRC_11984,0.373,0.688,0.899,0.417,0.299,0,0.481,uncertain,0.435
SRC_11985,0.566,0.276,0.794,0.431,0.727,0,0.353,deceptive,0.179
SRC_11986,0.701,0.834,0.532,0.592,0.734,0,0.504,deceptive,0.33
SRC_11987,0.487,0.685,0.439,0.903,0.21,0,0.509,uncertain,0.47
SRC_11988,0.419,0.222,0.865,0.908,0.071,0,0.48,uncertain,0.453
SRC_11989,0.827,0.736,0.531,0.708,0.001,0,0.644,uncertain,0.669
SRC_11990,0.944,0.847,0.933,0.754,0.351,1,0.642,deceptive,0.568
SRC_11991,0.368,0.696,0.478,0.919,0.455,0,0.45,coerced,0.342
SRC_11992,0.406,0.223,0.77,0.731,0.216,0,0.409,uncertain,0.415
SRC_11993,0.953,0.843,0.815,0.459,0.208,0,0.697,uncertain,0.578
SRC_11994,0.326,0.749,0.795,0.786,0.285,0,0.519,uncertain,0.477
SRC_11995,0.965,0.484,0.59,0.831,0.21,0,0.622,uncertain,0.581
SRC_11996,0.303,0.446,0.925,0.738,0.687,0,0.395,deceptive,0.248
SRC_11997,0.894,0.56,0.862,0.489,0.514,0,0.577,uncertain,0.479
SRC_11998,0.509,0.85,0.706,0.576,0.663,1,0.393,deceptive,0.26
SRC_11999,0.938,0.389,0.762,0.625,0.688,0,0.522,deceptive,0.331
SRC_12000,0.516,0.276,0.74,0.4,0.348,0,0.38,uncertain,0.26
SRC_12001,0.745,0.848,0.968,0.612,0.382,0,0.664,uncertain,0.592
SRC_12002,0.354,0.22,0.938,0.411,0.782,0,0.293,deceptive,0.171
SRC_12003,0.465,0.883,0.541,0.645,0.653,0,0.467,deceptive,0.293
SRC_12004,0.826,0.429,0.558,0.335,0.638,0,0.421,deceptive,0.211
SRC_12005,0.66,0.581,0.989,0.954,0.467,0,0.614,uncertain,0.537
SRC_12006,0.931,0.299,0.542,0.47,0.369,0,0.478,coerced,0.344
SRC_12007,0.592,0.877,0.972,0.622,0.716,0,0.577,deceptive,0.414
SRC_12008,0.891,0.762,0.79,0.323,0.644,0,0.568,deceptive,0.357
SRC_12009,0.605,0.893,0.43,0.433,0.413,0,0.494,coerced,0.376
SRC_12010,0.966,0.712,0.601,0.778,0.216,0,0.672,uncertain,0.617
SRC_12011,0.953,0.339,0.686,0.377,0.118,0,0.547,uncertain,0.503
SRC_12012,0.524,0.431,0.9,0.733,0.442,0,0.489,coerced,0.39
SRC_12013,0.902,0.565,0.597,0.301,0.237,0,0.541,uncertain,0.498
SRC_12014,0.876,0.655,0.586,0.621,0.211,0,0.605,uncertain,0.527
SRC_12015,0.443,0.895,0.952,0.798,0.085,0,0.654,uncertain,0.605
SRC_12016,0.725,0.488,0.447,0.939,0.028,0,0.566,uncertain,0.622
SRC_12017,0.349,0.727,0.731,0.64,0.627,0,0.435,deceptive,0.266
SRC_12018,0.869,0.921,0.703,0.88,0.086,0,0.751,cooperative,0.744
SRC_12019,0.419,0.314,0.434,0.854,0.711,0,0.312,deceptive,0.066
SRC_12020,0.348,0.847,0.453,0.504,0.171,0,0.457,uncertain,0.504
SRC_12021,0.572,0.516,0.629,0.904,0.608,1,0.371,deceptive,0.242
SRC_12022,0.692,0.749,0.48,0.742,0.658,0,0.503,deceptive,0.237
SRC_12023,0.881,0.42,0.687,0.372,0.634,0,0.467,deceptive,0.258
SRC_12024,0.962,0.45,0.765,0.948,0.698,1,0.492,deceptive,0.282
SRC_12025,0.599,0.22,0.815,0.422,0.272,0,0.42,uncertain,0.438
SRC_12026,0.341,0.929,0.728,0.625,0.789,0,0.456,deceptive,0.385
SRC_12027,0.809,0.81,0.628,0.622,0.224,0,0.631,uncertain,0.602
SRC_12028,0.684,0.27,0.478,0.731,0.747,0,0.366,deceptive,0.234
SRC_12029,0.605,0.95,0.548,0.759,0.35,0,0.59,uncertain,0.565
SRC_12030,0.51,0.654,0.652,0.461,0.046,0,0.509,uncertain,0.442
SRC_12031,0.642,0.84,0.954,0.543,0.628,1,0.481,deceptive,0.32
SRC_12032,0.53,0.25,0.522,0.4,0.63,0,0.291,deceptive,0.129
SRC_12033,0.815,0.492,0.648,0.387,0.158,0,0.531,uncertain,0.561
SRC_12034,0.67,0.702,0.839,0.869,0.659,0,0.576,deceptive,0.516
SRC_12035,0.896,0.28,0.823,0.818,0.126,0,0.607,uncertain,0.686
SRC_12036,0.67,0.567,0.979,0.605,0.121,1,0.511,deceptive,0.506
SRC_12037,0.462,0.532,0.515,0.366,0.647,1,0.232,deceptive,0.09
SRC_12038,0.879,0.362,0.41,0.61,0.232,0,0.493,uncertain,0.413
SRC_12039,0.679,0.425,0.593,0.503,0.062,0,0.495,uncertain,0.482
SRC_12040,0.441,0.925,0.49,0.837,0.765,0,0.472,deceptive,0.334
SRC_12041,0.724,0.416,0.729,0.367,0.446,0,0.455,coerced,0.391
SRC_12042,0.543,0.36,0.939,0.611,0.358,0,0.479,coerced,0.417
SRC_12043,0.874,0.602,0.813,0.708,0.403,0,0.621,uncertain,0.478
SRC_12044,0.608,0.703,0.481,0.98,0.536,0,0.521,coerced,0.484
SRC_12045,0.794,0.744,0.47,0.362,0.689,0,0.469,deceptive,0.32
SRC_12046,0.365,0.766,0.947,0.379,0.538,0,0.467,coerced,0.343
SRC_12047,0.569,0.228,0.693,0.982,0.592,0,0.425,deceptive,0.322
SRC_12048,0.969,0.495,0.954,0.58,0.144,0,0.671,uncertain,0.603
SRC_12049,0.85,0.78,0.842,0.813,0.307,0,0.694,uncertain,0.581
SRC_12050,0.409,0.879,0.996,0.841,0.468,1,0.498,deceptive,0.363
SRC_12051,0.489,0.652,0.923,0.517,0.496,0,0.497,coerced,0.323
SRC_12052,0.524,0.239,0.649,0.448,0.217,0,0.381,uncertain,0.333
SRC_12053,0.742,0.497,0.855,0.491,0.78,0,0.475,deceptive,0.178
SRC_12054,0.815,0.256,0.683,0.827,0.095,0,0.555,uncertain,0.507
SRC_12055,0.81,0.761,0.54,0.88,0.09,0,0.66,uncertain,0.539
SRC_12056,0.647,0.248,0.545,0.783,0.183,1,0.355,deceptive,0.296
SRC_12057,0.851,0.339,0.638,0.604,0.603,1,0.368,deceptive,0.207
SRC_12058,0.597,0.513,0.467,0.481,0.029,0,0.469,uncertain,0.52
SRC_12059,0.384,0.547,0.507,0.593,0.79,0,0.324,deceptive,0.141
SRC_12060,0.684,0.505,0.7,0.931,0.79,0,0.493,deceptive,0.257
SRC_12061,0.948,0.548,0.972,0.896,0.128,0,0.731,uncertain,0.68
SRC_12062,0.839,0.735,0.747,0.523,0.321,1,0.515,deceptive,0.506
SRC_12063,0.694,0.477,0.645,0.526,0.163,0,0.511,uncertain,0.416
SRC_12064,0.74,0.611,0.546,0.838,0.326,0,0.561,uncertain,0.586
SRC_12065,0.933,0.428,0.518,0.594,0.426,0,0.516,coerced,0.431
SRC_12066,0.591,0.465,0.795,0.695,0.658,0,0.458,deceptive,0.229
SRC_12067,0.525,0.66,0.909,0.591,0.029,1,0.489,deceptive,0.43
SRC_12068,0.965,0.568,0.639,0.467,0.79,0,0.511,deceptive,0.355
SRC_12069,0.887,0.742,0.73,0.43,0.752,0,0.549,deceptive,0.398
SRC_12070,0.52,0.62,0.824,0.396,0.456,0,0.467,coerced,0.375
SRC_12071,0.615,0.803,0.435,0.308,0.385,0,0.461,coerced,0.371
SRC_12072,0.582,0.533,0.611,0.494,0.441,0,0.438,coerced,0.323
SRC_12073,0.401,0.568,0.838,0.418,0.015,0,0.49,uncertain,0.447
SRC_12074,0.951,0.702,0.811,0.478,0.59,0,0.606,deceptive,0.478
SRC_12075,0.575,0.366,0.432,0.352,0.397,0,0.344,coerced,0.326
SRC_12076,0.895,0.489,0.543,0.536,0.229,1,0.445,deceptive,0.386
SRC_12077,0.429,0.669,0.808,0.659,0.369,0,0.501,coerced,0.422
SRC_12078,0.673,0.222,0.563,0.952,0.234,0,0.478,uncertain,0.471
SRC_12079,0.316,0.528,0.889,0.539,0.56,0,0.401,deceptive,0.235
SRC_12080,0.82,0.649,0.418,0.321,0.492,0,0.466,coerced,0.364
SRC_12081,0.695,0.926,0.514,0.55,0.31,0,0.579,uncertain,0.541
SRC_12082,0.725,0.858,0.569,0.864,0.251,0,0.638,uncertain,0.539
SRC_12083,0.335,0.411,0.955,0.535,0.702,0,0.369,deceptive,0.129
SRC_12084,0.444,0.58,0.878,0.501,0.546,0,0.447,coerced,0.299
SRC_12085,0.351,0.242,0.93,0.934,0.573,1,0.306,deceptive,0.206
SRC_12086,0.496,0.381,0.664,0.505,0.495,0,0.378,coerced,0.181
SRC_12087,0.727,0.781,0.894,0.969,0.06,0,0.728,uncertain,0.725
SRC_12088,0.685,0.292,0.912,0.875,0.047,0,0.585,uncertain,0.564
SRC_12089,0.716,0.393,0.64,0.772,0.343,0,0.505,uncertain,0.408
SRC_12090,0.673,0.908,0.997,0.713,0.744,0,0.624,deceptive,0.453
SRC_12091,0.486,0.818,0.911,0.455,0.42,0,0.538,coerced,0.348
SRC_12092,0.466,0.786,0.984,0.804,0.701,0,0.549,deceptive,0.433
SRC_12093,0.393,0.848,0.92,0.54,0.077,0,0.583,uncertain,0.519
SRC_12094,0.877,0.762,0.866,0.635,0.579,0,0.635,deceptive,0.508
SRC_12095,0.719,0.29,0.966,0.372,0.196,0,0.508,uncertain,0.494
SRC_12096,0.427,0.587,0.652,0.504,0.42,0,0.418,coerced,0.386
SRC_12097,0.421,0.533,0.87,0.665,0.234,0,0.498,uncertain,0.438
SRC_12098,0.894,0.433,0.528,0.623,0.57,0,0.49,deceptive,0.274
SRC_12099,0.805,0.826,0.84,0.537,0.321,0,0.648,uncertain,0.488
SRC_12100,0.748,0.548,0.871,0.626,0.37,0,0.574,uncertain,0.545
SRC_12101,0.577,0.245,0.83,0.814,0.196,1,0.393,deceptive,0.316
SRC_12102,0.478,0.406,0.91,0.617,0.225,0,0.486,uncertain,0.411
SRC_12103,0.966,0.371,0.648,0.649,0.144,0,0.588,uncertain,0.496
SRC_12104,0.842,0.866,0.727,0.784,0.443,0,0.666,uncertain,0.536
SRC_12105,0.505,0.686,0.406,0.881,0.116,0,0.519,uncertain,0.577
SRC_12106,0.876,0.62,0.488,0.664,0.215,0,0.583,uncertain,0.531
SRC_12107,0.816,0.58,0.787,0.954,0.424,0,0.627,uncertain,0.481
SRC_12108,0.502,0.688,0.737,0.544,0.22,0,0.519,uncertain,0.516
SRC_12109,0.59,0.766,0.518,0.474,0.471,0,0.473,coerced,0.231
SRC_12110,0.426,0.616,0.546,0.778,0.011,0,0.506,uncertain,0.503
SRC_12111,0.376,0.904,0.606,0.421,0.779,0,0.406,deceptive,0.193
SRC_12112,0.791,0.933,0.83,0.921,0.584,0,0.687,deceptive,0.527
SRC_12113,0.482,0.947,0.766,0.567,0.403,0,0.559,uncertain,0.386
SRC_12114,0.858,0.702,0.442,0.782,0.737,0,0.528,deceptive,0.336
SRC_12115,0.977,0.899,0.856,0.693,0.696,0,0.689,deceptive,0.495
SRC_12116,0.352,0.503,0.558,0.338,0.293,0,0.35,uncertain,0.229
SRC_12117,0.622,0.845,0.803,0.789,0.093,0,0.663,uncertain,0.62
SRC_12118,0.845,0.882,0.474,0.845,0.202,0,0.665,uncertain,0.518
SRC_12119,0.836,0.878,0.999,0.978,0.167,1,0.692,deceptive,0.759
SRC_12120,0.817,0.823,0.448,0.587,0.6,0,0.538,deceptive,0.217
SRC_12121,0.537,0.505,0.845,0.647,0.438,0,0.488,coerced,0.371
SRC_12122,0.609,0.319,0.725,0.904,0.68,0,0.441,deceptive,0.263
SRC_12123,0.705,0.45,0.452,0.486,0.392,0,0.428,coerced,0.302
SRC_12124,0.962,0.775,0.416,0.431,0.616,0,0.538,deceptive,0.372
SRC_12125,0.523,0.375,0.618,0.392,0.259,0,0.394,uncertain,0.361
SRC_12126,0.928,0.559,0.881,0.975,0.482,0,0.668,uncertain,0.485
SRC_12127,0.483,0.624,0.425,0.487,0.512,0,0.382,coerced,0.165
SRC_12128,0.973,0.653,0.823,0.823,0.607,0,0.652,deceptive,0.474
SRC_12129,0.756,0.902,0.793,0.61,0.64,0,0.606,deceptive,0.31
SRC_12130,0.615,0.696,0.559,0.466,0.221,0,0.507,uncertain,0.408
SRC_12131,0.717,0.79,0.446,0.93,0.308,0,0.595,uncertain,0.491
SRC_12132,0.485,0.636,0.949,0.62,0.166,0,0.562,uncertain,0.525
SRC_12133,0.486,0.825,0.58,0.691,0.598,0,0.482,deceptive,0.397
SRC_12134,0.377,0.398,0.467,0.454,0.217,1,0.242,deceptive,0.203
SRC_12135,0.378,0.357,0.809,0.524,0.313,0,0.396,uncertain,0.335
